;Inhabitants;;;;;;;;;;;;;Households;;;;;;Home;;;;;;;;;;;;;;;Social Security
6226AP;25;15;10;10;0;15;0;0;50;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226AT;50;25;25;10;5;15;15;5;70;0;0;0;20;25;5;5;0;5;2,2;20;0;0;0;0;0;20;0;0;0;80;0;0;0;434;0
6226AV;75;40;35;10;20;20;15;10;60;0;0;20;10;40;25;10;0;10;1,7;30;25;0;0;0;0;5;0;0;5;60;40;0;0;338;0
6226AW;45;25;20;10;10;10;15;0;50;0;0;10;20;20;10;0;0;5;2,2;15;15;0;0;0;0;0;0;0;0;80;0;0;0;361;0
6226AX;70;30;40;15;5;15;20;15;70;0;10;10;10;30;10;10;0;10;2,3;25;25;0;0;0;0;0;0;0;0;80;0;0;0;385;0
6226AZ;35;10;25;5;10;15;5;0;80;0;0;0;20;20;10;0;0;0;1,8;20;10;0;0;0;5;0;0;0;5;0;80;5;0;214;10
6226BA;60;35;25;10;15;10;15;5;60;0;0;20;10;35;25;5;0;5;1,6;30;10;10;0;0;0;5;0;0;10;50;50;0;0;279;0
6226BB;55;20;30;0;20;15;10;5;60;0;0;30;10;30;20;10;0;0;1,7;30;30;0;0;0;0;0;0;0;20;30;70;0;0;212;0
6226BC;70;40;35;20;10;15;15;10;60;10;10;10;10;25;5;0;0;10;2,9;25;25;0;0;0;0;0;0;0;0;80;0;0;0;373;0
6226BD;60;25;30;5;10;10;10;20;80;10;0;10;0;30;10;15;0;5;2;30;15;0;0;0;0;0;0;0;5;70;30;0;0;421;0
6226BE;30;15;10;0;5;0;10;5;80;0;0;0;0;10;0;0;0;5;2,3;10;5;0;0;0;0;0;0;0;0;90;0;0;0;0;0
6226BG;15;5;10;0;0;0;5;0;70;0;0;0;0;5;0;0;0;0;2,5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226BH;45;20;25;15;0;15;0;10;80;0;0;0;0;20;5;0;0;10;2,5;20;20;0;0;0;0;0;0;0;0;90;0;0;0;526;0
6226BJ;55;25;30;10;10;15;10;15;80;10;0;0;0;20;5;5;0;10;2,6;20;15;0;0;0;0;0;0;0;0;80;0;0;0;450;0
6226BK;45;25;20;10;5;10;15;5;70;10;0;10;0;15;0;0;0;10;2,8;15;15;0;0;0;0;0;0;0;0;90;0;0;0;390;0
6226BL;45;20;20;15;0;10;10;10;100;0;0;0;0;20;10;0;0;5;2,3;20;0;15;0;0;0;0;0;0;0;100;0;0;0;371;0
6226BN;15;5;5;0;0;0;5;0;100;0;0;0;0;5;0;0;0;0;2,6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0
6226BP;30;15;15;5;0;10;10;0;90;0;0;0;0;10;0;0;0;5;3,1;10;0;5;0;0;0;0;0;0;0;0;0;0;0;352;0
6226BR;50;20;30;0;30;0;5;0;60;0;0;30;0;35;25;5;0;0;1,5;15;5;0;0;0;0;0;0;0;5;50;50;0;0;372;0
6226BS;30;15;15;0;0;5;15;10;90;0;0;0;0;15;0;10;0;0;2,1;15;0;15;0;0;0;0;0;0;0;90;0;0;0;490;0
6226BT;45;20;25;10;10;10;15;0;80;0;0;20;0;20;10;5;0;0;2;25;15;0;0;5;0;0;0;0;10;60;40;5;0;291;0
6226BV;45;25;20;5;10;0;15;10;80;0;0;0;0;20;5;5;0;5;2,5;20;15;0;0;0;0;0;0;0;0;90;0;0;0;523;0
6226CA;110;55;60;5;30;25;25;25;80;0;0;10;10;80;55;15;0;0;1,4;80;10;0;0;0;70;0;0;0;70;30;70;45;0;236;5
6226CB;50;25;25;10;10;10;15;10;60;0;0;30;0;25;15;5;0;5;1,9;20;15;0;0;0;0;0;0;0;0;80;30;0;0;329;0
6226CC;45;20;25;0;15;10;5;10;50;0;0;30;20;30;25;5;0;0;1,4;25;20;0;0;0;0;0;0;0;10;50;50;0;5;251;0
6226CD;45;20;25;10;5;5;15;10;70;0;20;0;0;15;0;5;0;5;3,1;15;10;5;0;0;0;0;0;0;0;100;0;0;0;318;0
6226CE;15;5;10;0;0;0;0;0;70;0;0;0;0;10;0;0;0;0;1,9;10;0;0;5;0;0;0;0;0;0;0;0;0;0;366;0
6226CG;15;10;5;0;0;0;5;10;90;0;0;0;0;10;0;5;0;0;1,7;15;0;15;0;0;0;0;0;0;0;90;0;0;0;394;0
6226CH;55;20;30;10;10;10;20;0;80;0;0;10;0;25;10;10;0;5;2;25;15;10;0;0;0;0;0;0;5;70;30;0;0;304;0
6226CJ;45;20;25;5;15;15;10;0;70;0;0;30;0;25;15;0;0;5;1,7;10;5;5;0;0;0;0;0;0;0;70;0;0;0;293;0
6226CK;30;15;15;10;0;10;5;0;80;0;0;0;0;10;0;0;0;5;2,8;10;0;10;0;0;0;0;0;0;0;90;0;0;0;329;0
6226CL;15;10;5;5;0;0;5;0;80;0;0;0;0;5;0;0;0;0;2,7;5;0;5;0;0;0;0;0;0;0;0;0;0;0;308;0
6226CM;40;15;25;5;0;10;10;10;80;10;0;0;0;20;0;10;0;5;2,3;20;0;20;0;0;0;0;0;0;0;100;0;0;0;298;0
6226CN;45;25;20;10;0;15;15;5;80;0;0;0;10;20;5;5;0;5;2,4;20;0;20;0;0;0;0;0;0;0;90;0;0;0;390;0
6226CP;50;25;25;5;15;10;10;5;70;0;0;10;0;30;20;0;0;5;1,6;20;0;20;0;0;0;0;0;0;0;70;30;0;0;258;0
6226CR;40;20;20;10;5;10;10;5;70;0;0;0;20;15;5;5;0;5;2,4;20;0;20;0;0;0;0;0;0;0;90;0;0;0;312;0
6226CS;55;25;30;10;10;10;15;5;60;0;10;10;10;25;10;5;0;5;2,2;20;0;20;0;0;0;0;0;0;0;90;0;0;0;272;0
6226CT;35;15;15;10;0;15;5;5;80;0;0;0;0;15;5;5;0;0;2,2;15;0;15;0;0;0;0;0;0;0;90;0;0;0;357;0
6226CV;50;25;25;5;5;10;15;15;70;0;0;0;30;25;5;5;0;10;2,2;25;0;25;0;0;0;0;0;0;0;80;0;0;0;366;0
6226CW;25;15;15;5;0;0;10;5;70;0;0;0;0;10;5;0;0;0;2,2;10;0;10;0;0;0;0;0;0;0;90;0;0;0;456;0
6226CX;40;20;20;0;5;5;15;10;90;0;0;0;0;15;0;5;0;5;2,5;15;0;15;0;0;0;0;0;0;0;90;0;0;0;398;0
6226CZ;35;15;15;5;0;10;10;0;90;0;0;0;0;15;0;5;0;5;2,3;15;0;15;0;0;0;0;0;0;0;90;0;0;0;277;0
6226DA;65;30;30;15;10;0;30;5;80;10;0;0;0;20;0;5;0;10;3;20;0;0;0;0;0;15;0;0;0;100;0;0;0;531;0
6226DB;140;75;70;20;25;25;55;15;60;10;10;10;10;50;10;15;0;25;2,7;50;0;0;0;0;0;50;0;0;0;100;0;0;0;439;5
6226DG;40;15;25;10;5;5;15;5;80;0;0;0;0;15;0;5;0;10;2,9;15;0;0;0;0;0;15;0;0;0;100;0;0;0;498;0
6226DH;30;15;15;0;5;0;15;0;60;0;0;40;0;10;0;0;0;0;2,2;10;0;0;0;0;0;10;0;0;0;90;0;0;0;487;0
6226DJ;25;15;10;5;5;5;10;0;60;0;0;0;30;5;0;0;0;5;3,6;10;0;0;0;0;0;10;0;0;0;0;0;0;0;504;0
6226DK;40;20;20;0;0;5;10;15;70;0;0;0;0;20;0;10;0;0;2,2;15;0;0;0;0;0;15;0;0;0;90;0;0;0;0;0
6226DL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;0;0;0;512;0
6226DM;25;10;15;0;5;0;10;0;60;0;0;20;0;5;0;0;0;5;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226DP;25;15;15;10;0;10;0;0;50;0;0;20;0;10;0;0;0;5;3;10;0;0;0;0;0;0;10;0;0;0;0;0;0;420;0
6226DR;65;30;35;15;10;20;25;0;50;0;10;10;20;20;0;5;0;15;3;25;0;0;0;0;0;10;15;0;0;100;0;0;0;417;0
6226DS;40;20;20;10;5;10;15;0;50;0;0;0;20;15;0;0;0;5;2,7;15;0;0;0;0;0;10;5;0;0;80;0;0;0;0;0
6226EA;30;15;15;5;0;5;10;0;70;0;0;0;0;15;0;5;0;0;2,2;15;0;15;0;0;0;0;0;0;0;100;0;0;0;279;0
6226EB;35;20;15;5;5;5;10;5;60;0;0;20;0;15;0;5;0;5;2,4;15;0;15;0;0;0;0;0;0;0;50;50;0;0;262;0
6226EC;15;10;5;0;0;0;5;0;30;0;0;0;60;10;5;0;0;0;1,8;10;0;10;0;0;0;0;0;0;10;0;0;0;0;167;10
6226ED;15;10;10;0;0;0;5;0;50;0;0;0;30;10;5;0;0;0;1,9;10;0;10;0;0;0;0;0;0;10;0;0;0;0;168;0
6226EE;20;5;10;0;0;0;5;10;60;30;0;0;0;10;5;5;0;0;1,5;10;0;10;0;0;0;0;0;0;10;0;0;0;0;168;5
6226EG;15;5;5;0;10;0;0;0;0;0;0;60;0;10;10;0;0;0;1,1;5;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0
6226EH;35;20;15;0;10;10;5;10;60;0;0;20;10;25;20;5;0;0;1,3;25;0;25;0;0;0;0;0;0;25;40;60;0;0;168;0
6226EJ;20;10;10;0;10;0;0;10;70;0;0;0;0;15;10;5;0;0;1,3;15;0;15;0;0;0;0;0;0;15;50;50;0;0;180;0
6226EK;35;15;20;0;10;10;10;5;70;0;0;0;10;35;30;0;0;0;1,1;25;0;15;10;0;0;0;0;0;25;50;50;0;0;177;0
6226EL;30;15;15;0;15;10;0;0;60;0;0;30;0;25;15;0;0;0;1,3;25;0;15;0;10;0;0;0;0;25;50;50;0;5;176;0
6226EM;30;15;15;0;5;15;5;0;50;0;0;30;0;20;15;5;0;0;1,4;25;0;0;15;5;0;0;0;0;25;50;40;0;0;175;0
6226EN;40;15;25;0;15;15;5;0;50;0;0;40;10;25;15;10;0;0;1,6;25;5;0;15;0;0;0;0;0;25;50;50;0;0;176;0
6226EP;15;10;5;5;0;0;0;0;70;0;0;0;0;5;0;0;0;0;2,3;5;0;5;0;0;0;0;0;0;5;0;0;0;0;171;5
6226ER;15;10;5;0;0;0;5;5;50;0;0;0;0;10;5;0;0;0;1,5;10;0;10;0;0;0;0;0;0;10;0;0;0;0;165;0
6226ES;15;5;5;0;0;10;0;0;60;0;0;0;40;10;5;0;0;0;1,4;10;0;10;0;0;0;0;0;0;10;0;0;0;0;147;5
6226ET;30;10;20;0;0;5;15;0;50;0;0;0;0;25;20;0;0;0;1,3;25;0;25;0;0;0;0;0;0;25;0;0;0;0;147;10
6226EV;35;15;20;0;0;10;10;10;70;0;10;0;10;25;15;5;0;0;1,5;25;0;25;0;0;0;0;0;0;25;0;0;0;0;169;5
6226EW;35;20;15;0;0;10;10;15;90;0;0;0;0;25;15;10;0;0;1,4;25;0;25;0;0;0;0;0;0;25;0;0;0;0;169;10
6226EX;35;15;15;0;10;10;5;5;50;0;0;30;0;30;25;0;0;0;1,2;25;0;5;20;0;0;0;0;0;25;50;40;0;0;189;0
6226EZ;45;25;20;0;5;25;10;5;40;0;0;30;20;35;25;10;0;0;1,3;30;5;0;25;0;0;0;0;0;30;40;50;0;0;183;0
6226GA;55;25;30;15;0;15;10;15;90;0;0;10;0;20;0;5;0;10;2,8;20;20;0;0;0;0;0;0;0;0;100;0;0;0;303;0
6226GB;45;20;25;10;0;5;15;10;80;0;0;0;0;15;0;5;0;5;2,5;20;15;5;0;0;0;0;0;0;0;100;0;0;0;338;0
6226GC;25;15;15;5;0;10;5;0;90;0;0;0;0;15;10;0;0;0;1,8;15;5;10;0;0;0;0;0;0;0;80;0;0;0;274;0
6226GD;35;15;20;0;10;15;5;5;70;0;0;20;0;25;15;5;0;0;1,4;20;20;0;0;0;0;0;0;0;0;60;40;0;0;240;0
6226GE;65;25;45;0;40;15;5;0;50;0;0;30;10;60;60;0;0;0;1,1;25;20;0;0;0;0;0;0;0;10;0;0;0;0;220;0
6226GG;25;10;15;5;0;5;5;0;60;0;0;20;0;10;0;0;0;5;2,8;10;0;5;0;0;0;0;0;0;0;80;0;0;0;273;0
6226GH;40;20;25;10;0;10;10;10;70;0;10;0;0;15;0;5;0;5;2,6;15;0;0;0;15;0;0;0;0;0;0;0;0;0;216;5
6226GJ;35;15;20;10;5;10;0;0;70;0;0;20;0;15;5;0;0;5;2,3;10;0;5;0;0;0;0;0;5;0;0;70;5;0;293;0
6226GK;35;15;20;0;0;5;10;20;80;0;0;0;0;25;10;10;0;0;1,6;20;5;0;0;15;0;0;0;0;0;30;80;15;0;242;0
6226GL;45;25;20;5;0;5;5;20;80;0;0;0;10;20;5;10;0;0;2,3;20;0;0;0;5;0;0;10;0;10;0;80;15;0;246;5
6226GM;75;30;45;0;35;10;10;15;60;0;0;20;10;55;40;10;0;0;1,3;35;20;0;0;10;0;0;0;0;10;0;90;0;0;209;5
6226GN;15;5;10;0;0;0;0;5;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226GP;25;10;15;0;5;5;5;0;80;0;0;0;0;15;10;0;0;0;1,7;15;15;0;0;0;0;0;0;0;10;0;70;0;0;228;0
6226GR;55;25;30;0;15;15;10;10;70;0;10;10;0;35;25;5;0;0;1,5;25;10;10;0;0;0;0;0;0;10;50;50;0;0;301;0
6226GS;45;20;25;0;10;10;15;5;80;0;0;10;0;25;15;5;0;5;1,8;20;15;0;0;0;0;0;0;0;0;80;0;0;0;334;0
6226GT;35;20;15;10;0;15;0;5;90;0;0;0;0;15;0;5;0;5;2,4;15;0;10;0;0;0;0;0;0;0;70;0;0;0;303;0
6226GV;40;20;20;5;10;5;15;0;70;0;0;0;30;15;10;0;0;5;1,9;15;10;0;0;0;0;5;0;0;10;70;30;0;0;330;0
6226GW;25;10;15;0;10;0;10;0;80;0;0;0;0;10;0;0;0;0;2,2;10;5;0;0;0;0;0;0;0;0;90;0;0;0;311;0
6226GX;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226GZ;130;55;75;0;5;15;35;70;80;10;0;10;0;110;85;15;0;0;1,2;110;0;110;0;0;0;0;0;0;110;0;100;110;0;169;25
6226HA;60;25;35;10;20;10;15;10;70;10;0;10;0;35;20;5;5;0;1,7;20;10;0;0;10;0;0;0;0;0;50;50;0;0;353;0
6226HB;45;20;25;5;5;10;15;10;70;20;0;0;0;20;10;5;0;5;2,3;20;10;0;0;0;0;0;0;0;5;80;0;0;0;596;0
6226HD;35;15;20;5;5;15;5;0;40;10;0;40;0;15;0;5;0;5;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226HE;50;30;25;5;5;15;10;10;90;0;0;0;0;20;0;10;0;10;2,4;20;0;20;0;0;0;0;0;0;0;80;0;0;0;280;5
6226HH;30;15;15;5;0;5;10;5;70;0;0;0;20;20;10;0;0;0;1,6;20;0;20;0;0;0;0;0;0;20;0;0;0;0;150;10
6226HJ;25;15;10;5;0;10;10;0;70;0;0;0;0;15;10;0;0;0;1,6;20;0;20;0;0;0;0;0;0;20;0;0;0;0;150;10
6226HK;20;10;10;0;0;10;0;5;70;0;0;0;0;20;15;0;0;0;1,2;20;0;20;0;0;0;0;0;0;20;0;0;0;0;150;10
6226HL;20;15;5;0;0;10;5;0;60;0;0;0;30;15;15;0;0;0;1,2;20;0;20;0;0;0;0;0;0;20;0;0;0;0;150;5
6226HM;60;30;30;0;20;20;10;10;50;0;0;10;30;55;50;5;0;0;1,1;55;0;10;30;0;15;0;0;0;45;10;90;30;5;128;10
6226HN;90;35;55;5;20;15;20;30;70;10;10;10;10;70;50;10;5;0;1,3;70;0;25;0;0;45;0;0;0;45;20;80;55;5;149;15
6226HR;60;15;45;0;20;20;10;5;50;0;0;30;10;50;40;10;0;0;1,2;30;20;0;0;0;15;0;0;0;15;40;60;0;0;218;0
6226HS;5;5;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226HT;25;15;15;0;0;10;0;5;70;0;0;0;0;20;15;5;0;0;1,3;20;0;0;0;20;0;0;0;0;20;30;70;0;0;147;0
6226HV;25;10;15;0;5;10;0;5;70;0;0;0;0;20;10;5;0;0;1,4;20;0;0;0;20;0;0;0;0;20;30;80;0;0;149;0
6226HW;20;10;10;0;0;10;0;5;70;0;0;0;0;15;15;0;0;0;1,2;15;0;0;0;15;0;0;0;0;15;40;60;0;0;149;0
6226HX;50;20;30;0;10;15;10;10;70;0;0;10;0;30;15;15;0;0;1,6;30;0;0;0;0;0;30;0;0;30;60;40;0;0;217;0
6226JX;20;10;10;0;0;0;5;10;70;0;0;0;0;10;5;5;0;0;1,7;10;0;0;0;0;0;0;10;0;10;90;0;0;0;346;0
6226NB;255;125;130;0;120;55;35;40;30;10;0;40;20;135;135;0;0;0;1;115;0;0;0;35;0;80;0;0;105;0;100;0;95;0;65
6226NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;5;0;0;5;0;0;0;0;100;0;0;0;559;0
6226TA;65;35;30;10;0;10;25;15;80;0;0;10;0;30;5;15;0;5;2,3;30;0;0;0;0;15;15;0;0;0;100;0;0;0;554;0
6226TB;45;20;25;10;0;5;15;10;60;10;0;20;0;20;0;10;0;5;2,3;20;0;0;0;0;0;20;0;0;0;90;0;0;0;384;0
6226VJ;60;25;35;10;10;10;20;10;90;0;0;0;0;25;0;10;0;10;2,6;25;0;0;0;0;0;20;0;0;0;100;0;0;0;441;0
6226VL;20;10;15;0;0;5;10;0;60;0;0;0;0;10;0;0;0;0;2,4;10;0;0;0;10;0;0;0;0;0;0;0;0;0;193;0
6226VM;30;15;15;0;0;0;10;10;40;0;0;0;40;15;0;5;0;0;2,2;15;0;0;0;15;0;0;0;0;0;0;0;0;0;210;0
6226VN;35;15;20;10;0;10;10;0;60;10;0;0;0;15;0;5;0;0;2,5;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;10
6226VP;45;20;25;5;0;5;15;15;60;0;0;0;20;30;20;0;0;0;1,5;30;0;0;0;30;0;0;0;0;25;0;100;0;0;146;15
6226VR;40;15;25;0;0;0;20;15;50;0;10;0;40;25;10;10;0;0;1,7;25;0;0;0;25;0;0;0;0;10;0;0;0;0;179;15
6226VV;35;15;20;5;0;10;10;0;80;0;0;20;0;15;0;5;0;5;2,4;15;0;0;0;0;15;0;0;0;0;70;0;0;0;0;0
6226VX;15;10;5;0;0;5;5;0;70;0;0;0;0;5;0;0;0;0;2,1;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
6226VZ;100;60;45;10;15;25;45;10;70;10;0;10;0;45;10;15;0;15;2,4;40;0;0;0;0;40;0;0;0;0;100;0;0;0;232;10
6226WB;35;15;20;0;5;0;15;10;80;0;0;0;0;10;0;5;0;5;2,8;10;0;0;0;0;10;0;0;0;0;100;0;0;0;538;0
6226WC;70;30;40;15;0;10;20;25;80;0;0;0;10;30;5;15;0;5;2,3;30;0;0;0;30;0;0;0;0;0;100;0;0;0;474;0
6226WD;40;15;20;0;10;0;10;15;100;0;0;0;0;15;0;5;0;5;2,7;15;0;0;0;0;10;0;0;0;0;100;0;0;0;590;0
6226WE;20;10;15;0;5;0;5;10;70;0;0;0;0;10;0;0;0;0;2,2;10;0;0;0;10;0;0;0;0;0;100;0;0;0;0;0
6226WG;35;20;15;0;0;0;10;15;90;0;0;0;0;15;0;10;0;0;2;20;0;0;0;20;0;0;0;0;0;100;0;0;0;445;0
6226WH;30;15;15;0;0;0;10;10;80;0;0;0;0;15;0;5;0;0;2,1;15;0;0;0;0;15;0;0;0;0;100;0;0;0;426;0
6226WJ;85;45;45;20;5;15;25;20;90;0;0;0;10;30;0;15;0;10;2,8;30;0;0;0;0;30;0;0;0;0;100;0;0;0;429;0
6226WK;70;35;30;15;5;10;20;15;80;0;0;0;0;25;0;10;0;10;2,7;25;0;0;0;0;25;0;0;0;0;100;0;0;0;419;0
6226WL;20;10;10;5;0;0;5;5;70;0;0;0;0;10;0;0;0;0;2,6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;664;0
6226WN;20;10;10;0;0;0;5;10;100;0;0;0;0;10;0;5;0;0;2,3;10;0;0;0;0;5;0;0;0;0;0;0;0;0;484;0
6226WP;25;10;15;5;0;5;5;0;100;0;0;0;0;10;0;0;0;5;2,9;10;0;0;0;5;0;0;0;0;0;0;0;0;0;529;0
6226WR;60;30;30;10;0;5;20;20;80;10;0;0;0;20;0;15;0;10;2,7;20;0;0;0;0;20;0;0;0;0;100;0;0;0;771;0
6226WS;60;35;25;10;5;15;15;15;80;0;0;10;0;30;10;10;0;5;2,2;25;0;0;0;0;20;0;0;0;0;100;0;0;0;398;0
6226WT;65;30;35;10;5;10;25;15;80;10;0;0;0;30;5;10;0;10;2,2;30;0;0;0;5;25;0;0;0;0;100;0;0;0;365;0
6226WV;40;25;15;10;0;10;10;10;70;0;0;20;0;15;0;5;0;5;2,9;10;0;0;0;0;10;0;0;0;0;100;0;0;0;750;0
6226WX;35;20;15;0;0;0;15;20;90;0;0;0;0;15;0;10;0;0;2;20;0;0;0;0;15;0;0;0;0;100;0;0;0;408;0
6226WZ;25;10;10;0;0;0;10;15;70;0;0;0;0;10;0;10;0;0;1,9;10;0;0;0;0;10;0;0;0;0;100;0;0;0;746;0
6226XA;15;10;5;0;0;0;10;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226XB;65;30;35;10;10;20;20;10;50;0;10;0;30;20;0;5;0;10;2,9;20;0;0;0;20;0;0;0;0;0;0;0;0;0;209;15
6226XC;30;15;15;0;0;5;10;10;70;0;0;0;20;20;15;0;0;0;1,5;20;0;0;0;20;0;0;0;0;15;0;0;0;0;150;10
6226XD;10;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226XE;20;5;15;10;0;5;0;0;30;0;30;0;30;5;0;0;0;0;3,7;5;0;0;0;5;0;0;0;0;0;0;0;0;0;211;0
6226XG;15;10;5;0;0;0;5;0;60;0;0;0;0;5;0;0;0;0;2,1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;187;0
6226XH;50;25;25;15;10;15;15;0;50;0;30;0;20;15;0;0;0;10;3,1;15;0;0;0;10;0;0;0;0;0;0;0;0;0;0;15
6226XJ;35;20;15;10;0;15;10;10;80;0;0;0;0;15;5;0;0;0;2,1;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10
6226XK;30;15;15;0;0;0;10;15;70;0;0;0;20;15;5;5;0;0;1,9;15;0;0;0;15;0;0;0;0;0;0;0;0;0;208;10
6226XL;55;35;25;5;10;15;25;5;60;10;10;10;10;25;5;10;0;10;2,4;20;0;0;0;0;20;0;0;0;0;90;0;0;0;216;0
6226XM;55;30;25;0;0;15;25;10;90;0;0;0;0;25;5;10;0;10;2,3;25;0;0;0;0;25;0;0;0;0;100;0;0;0;222;5
6226XN;25;10;10;0;5;0;10;0;100;0;0;0;0;10;0;0;0;0;2,7;10;0;0;0;0;10;0;0;0;0;0;0;0;0;227;0
6226XV;25;10;15;5;0;0;10;10;70;0;0;0;0;10;0;5;0;0;2,3;10;5;0;0;0;0;0;0;0;0;100;0;0;0;469;0
6226XW;85;45;40;10;10;20;20;20;80;0;0;10;0;40;20;15;0;10;2;35;10;5;0;15;0;0;0;0;5;80;20;0;0;375;0
6226XX;75;40;30;10;10;20;25;10;50;0;10;10;20;40;15;10;0;5;1,9;30;0;0;0;0;30;0;0;0;0;80;20;0;0;226;10
6226XZ;25;15;10;0;10;0;10;0;70;0;0;0;0;15;10;0;0;0;1,8;5;0;0;0;0;5;0;0;0;0;0;0;0;0;263;0
6227AA;85;40;45;0;25;25;25;10;70;0;0;20;10;55;30;15;0;5;1,6;50;20;0;0;0;0;20;0;0;40;60;40;0;0;231;0
6227AB;50;20;30;5;20;20;5;0;60;0;0;30;0;35;30;0;0;0;1,4;20;20;0;0;0;0;0;0;0;10;40;70;0;0;265;0
6227AC;30;10;15;0;0;10;5;5;60;0;0;30;0;20;10;5;0;0;1,6;20;15;0;0;0;0;0;0;0;5;50;50;0;0;243;0
6227AD;80;45;35;5;15;20;15;20;80;0;0;10;0;50;30;10;5;5;1,6;40;15;0;0;0;20;0;0;0;20;80;20;0;0;236;5
6227AE;40;20;20;5;0;5;15;10;60;10;0;0;10;20;10;5;0;5;2,1;20;10;0;0;0;5;0;0;0;5;70;30;0;0;419;0
6227AH;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227AK;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227AL;15;10;10;0;5;0;0;0;60;0;0;0;0;10;5;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227AM;50;25;25;10;10;20;5;5;70;0;0;20;0;35;25;0;0;5;1,5;25;25;0;0;0;0;0;0;0;15;40;60;0;0;213;5
6227AN;85;30;55;5;35;20;15;10;50;0;0;30;20;60;50;5;0;5;1,4;30;20;5;0;0;0;0;0;0;10;40;60;0;0;234;0
6227AP;60;30;30;5;10;15;15;10;80;10;0;0;0;30;15;10;0;5;2;30;5;20;0;0;0;0;0;0;10;60;40;0;0;229;5
6227AR;45;20;25;0;10;10;15;0;70;0;0;10;0;30;15;5;0;0;1,5;30;25;5;0;0;0;0;0;0;20;30;70;0;5;194;0
6227AS;50;30;20;5;5;20;10;10;60;0;0;20;0;30;15;5;0;5;1,8;25;5;10;0;0;0;0;0;0;0;80;20;0;0;271;0
6227AT;120;60;60;25;10;55;20;15;50;10;10;10;10;65;35;10;5;10;1,9;40;10;5;0;0;0;0;15;5;0;30;70;20;0;324;20
6227AV;60;35;25;0;15;15;20;5;70;0;0;20;0;35;20;10;0;5;1,7;25;20;0;0;0;0;0;0;0;10;60;40;0;0;236;0
6227AW;35;20;15;0;10;10;5;5;60;10;0;20;0;25;20;0;0;0;1,3;20;10;0;5;0;0;0;0;0;15;50;40;0;0;257;0
6227AX;75;40;40;5;10;20;25;15;70;0;0;10;10;25;5;10;0;10;2,4;35;5;0;0;0;20;0;10;0;15;50;50;10;0;198;5
6227AZ;25;10;15;5;0;10;5;5;70;0;0;0;0;10;0;0;0;0;2,3;10;0;0;0;0;10;0;0;0;0;90;0;0;0;221;0
6227BA;30;15;15;0;0;10;5;10;100;0;0;0;0;15;10;5;0;0;1,7;15;0;15;0;0;0;0;0;0;0;40;60;10;0;245;0
6227BB;20;10;10;0;5;5;0;5;90;0;0;0;0;15;10;5;0;0;1,4;15;0;15;0;0;0;0;0;0;15;0;0;0;0;62;0
6227BC;30;15;15;0;0;10;10;0;70;0;0;0;20;15;5;10;0;0;1,8;20;0;10;0;0;10;0;0;0;10;40;60;10;0;176;0
6227BD;20;10;10;0;0;0;10;5;90;0;0;0;0;15;10;5;0;0;1,3;15;0;15;0;0;0;0;0;0;15;0;0;0;0;105;5
6227BE;30;15;15;5;0;10;10;0;70;0;0;20;0;15;5;0;0;5;2,2;10;0;10;0;0;0;0;0;0;0;80;0;0;0;230;0
6227BG;80;40;40;10;15;15;25;20;70;0;0;20;0;40;20;15;0;10;1,9;35;10;10;0;0;10;0;5;0;10;60;30;0;0;274;5
6227BH;35;15;20;0;5;0;15;0;80;0;0;0;0;20;15;5;0;0;1,6;15;10;0;0;0;0;0;0;0;0;80;0;0;0;318;0
